804211,SNES80_IRQ_Flag,
804212,SNES80_PPU_Status,
804213,SNES80_IO_Port_Read,
804214,SNES80_Div_Quotient_Lo,
804215,SNES80_Div_Quotient_Hi,
804216,SNES80_ProductRemainder_Lo,
804217,SNES80_ProductRemainder_Hi,
804218,SNES80_Pad1_Lo,
804219,SNES80_Pad1_Hi,
80421A,SNES80_Pad2_Lo,
80421B,SNES80_Pad2_Hi,
80421C,SNES80_Pad3_Lo,
80421D,SNES80_Pad3_Hi,
80421E,SNES80_Pad4_Lo,
80421F,SNES80_Pad4_Hi,
804300,SNES80_DMA0_Control,
804301,SNES80_DMA0_Destination,
804302,SNES80_DMA0_Src_Addr_Lo,
804303,SNES80_DMA0_Src_Addr_Mid,
804304,SNES80_DMA0_Src_Addr_Hi,
804305,SNES80_DMA0_Size_HDMA_Indirect_Addr_Lo,
804306,SNES80_DMA0_Size_HDMA_Indirect_Addr_Mid,
804307,SNES80_HDMA0_Indirect_Addr_Hi,
804308,SNES80_HDMA0_Midframe_Addr_Lo,
804309,SNES80_HDMA0_Midframe_Addr_Hi,
80430A,SNES80_HDMA0_Line_Counter,
804310,SNES80_DMA1_Control,
804311,SNES80_DMA1_Destination,
804312,SNES80_DMA1_Src_Addr_Lo,
804313,SNES80_DMA1_Src_Addr_Mid,
804314,SNES80_DMA1_Src_Addr_Hi,
804315,SNES80_DMA1_Size_HDMA_Indirect_Addr_Lo,
804316,SNES80_DMA1_Size_HDMA_Indirect_Addr_Mid,
804317,SNES80_HDMA1_Indirect_Addr_Hi,
804318,SNES80_HDMA1_Midframe_Addr_Lo,
804319,SNES80_HDMA1_Midframe_Addr_Hi,
80431A,SNES80_HDMA1_Line_Counter,
804320,SNES80_DMA2_Control,
804321,SNES80_DMA2_Destination,
804322,SNES80_DMA2_Src_Addr_Lo,
804323,SNES80_DMA2_Src_Addr_Mid,
804324,SNES80_DMA2_Src_Addr_Hi,
804325,SNES80_DMA2_Size_HDMA_Indirect_Addr_Lo,
804326,SNES80_DMA2_Size_HDMA_Indirect_Addr_Mid,
804327,SNES80_HDMA2_Indirect_Addr_Hi,
804328,SNES80_HDMA2_Midframe_Addr_Lo,
804329,SNES80_HDMA2_Midframe_Addr_Hi,
80432A,SNES80_HDMA2_Line_Counter,
804330,SNES80_DMA3_Control,
804331,SNES80_DMA3_Destination,
804332,SNES80_DMA3_Src_Addr_Lo,
804333,SNES80_DMA3_Src_Addr_Mid,
804334,SNES80_DMA3_Src_Addr_Hi,
804335,SNES80_DMA3_Size_HDMA_Indirect_Addr_Lo,
804336,SNES80_DMA3_Size_HDMA_Indirect_Addr_Mid,
804337,SNES80_HDMA3_Indirect_Addr_Hi,
804338,SNES80_HDMA3_Midframe_Addr_Lo,
804339,SNES80_HDMA3_Midframe_Addr_Hi,
80433A,SNES80_HDMA3_Line_Counter,
804340,SNES80_DMA4_Control,
804341,SNES80_DMA4_Destination,
804342,SNES80_DMA4_Src_Addr_Lo,
804343,SNES80_DMA4_Src_Addr_Mid,
804344,SNES80_DMA4_Src_Addr_Hi,
804345,SNES80_DMA4_Size_HDMA_Indirect_Addr_Lo,
804346,SNES80_DMA4_Size_HDMA_Indirect_Addr_Mid,
804347,SNES80_HDMA4_Indirect_Addr_Hi,
804348,SNES80_HDMA4_Midframe_Addr_Lo,
804349,SNES80_HDMA4_Midframe_Addr_Hi,
80434A,SNES80_HDMA4_Line_Counter,
804350,SNES80_DMA5_Control,
804351,SNES80_DMA5_Destination,
804352,SNES80_DMA5_Src_Addr_Lo,
804353,SNES80_DMA5_Src_Addr_Mid,
804354,SNES80_DMA5_Src_Addr_Hi,
804355,SNES80_DMA5_Size_HDMA_Indirect_Addr_Lo,
804356,SNES80_DMA5_Size_HDMA_Indirect_Addr_Mid,
804357,SNES80_HDMA5_Indirect_Addr_Hi,
804358,SNES80_HDMA5_Midframe_Addr_Lo,
804359,SNES80_HDMA5_Midframe_Addr_Hi,
80435A,SNES80_HDMA5_Line_Counter,
804360,SNES80_DMA6_Control,
804361,SNES80_DMA6_Destination,
804362,SNES80_DMA6_Src_Addr_Lo,
804363,SNES80_DMA6_Src_Addr_Mid,
804364,SNES80_DMA6_Src_Addr_Hi,
804365,SNES80_DMA6_Size_HDMA_Indirect_Addr_Lo,
804366,SNES80_DMA6_Size_HDMA_Indirect_Addr_Mid,
804367,SNES80_HDMA6_Indirect_Addr_Hi,
804368,SNES80_HDMA6_Midframe_Addr_Lo,
804369,SNES80_HDMA6_Midframe_Addr_Hi,
80436A,SNES80_HDMA6_Line_Counter,
804370,SNES80_DMA7_Control,
804371,SNES80_DMA7_Destination,
804372,SNES80_DMA7_Src_Addr_Lo,
804373,SNES80_DMA7_Src_Addr_Mid,
804374,SNES80_DMA7_Src_Addr_Hi,
804375,SNES80_DMA7_Size_HDMA_Indirect_Addr_Lo,
804376,SNES80_DMA7_Size_HDMA_Indirect_Addr_Mid,
804377,SNES80_HDMA7_Indirect_Addr_Hi,
804378,SNES80_HDMA7_Midframe_Addr_Lo,
804379,SNES80_HDMA7_Midframe_Addr_Hi,
80437A,SNES80_HDMA7_Line_Counter,
808002,CartInit,
808E21,NMI_Coroutine,
808E25,VBlank,
808EB9,IRQ_Coroutine,
809086,CODE_InfiniteLoopRoutine2,
8090F3,CODE_ManageInterruptFlag,
809357,CODE_ManageAPUIO,
80959E,CODE_HideUnusedSprites,
809B1F,CODE_ManagePPU,
809BDE,CODE_OAM_DMA,
809C04,CODE_UpdatePadStates,
809C8A,CODE_WipeVRAM,
809CCA,CODE_AwaitVBlank,
809CF7,CODE_BlankUntilNextFrame,
809D94,CODE_ChainDMAProcedure,
809DB7,CODE_CGRAMDMAProcedure,
809DF0,CODE_VRAMDMAProcedure,
809F54,CODE_WriteAToRegion,
809F7A,CODE_WordMultiplication,
80A014,CODE_WordDivision,
80A07F,CODE_CreateCGRAMDMA,
80A0CA,CODE_CreateVRAMDMA,
80A11C,CODE_ResetHDMACounters,
80A145,CODE_CeaseAllHDMA,
80A1A9,CODE_MysteryGFX,
80A1CF,CODE_Clear2000Area,
80A1E0,CODE_Clear2800Area,
80A1F1,CODE_Clear3000Area,
80A421,CODE_DecompressAtoB,
80A6F0,CODE_InfiniteLoopStart,
80A6FB,CODE_MainStateMachine,
80A772,CODE_EmptyRoutine,
80A773,CODE_GameProcedures,
80A7E5,CODE_IncrementGameTime,
80A802,CODE_IncrementTimers,
80A896,CODE_RestartAnytimeCheck,
80AECB,CODE_FadeIn,
80AF18,CODE_FadeOut,
80AF68,CODE_16BitHexToDec,
80B636,CODE_IntroRoutine,
80BB2D,CODEp06_DecompressAtoB,
80BB33,,
80BB61,CODEp09_DecompAtoBIndirect,
80BE9F,,
